,Unnamed: 0,disentanglement,avg_corr_coef,IOSS,IRS,gaussian_total_correlation,gaussian_wasserstein_dependency,dataset,IOSS_classify,IRS_classify,gaussian_total_correlation_classify,gaussian_wasserstein_dependency_classify,avg_corr_coef_classify
1,1,disentangled,0.9091169666122648,0.482306860915751,1.0,1.498631964000884,0.0173339786123916,cars3d,True,True,False,True,False
0,0,entangled,0.2445939226990861,1.0338298523812557,0.5267994910165448,5.658096149735968,0.5570557832516743,mpi3d,True,True,True,True,False
1,1,disentangled,0.8380712827669189,0.8849581925798436,1.0,4.275495716877014,0.297340846147664,mpi3d,True,True,True,True,False
0,0,entangled,0.1237323403273825,0.6354509725685964,0.3868907598087653,0.3499254653606862,0.0887555209864182,smallnorb,True,True,False,False,False
1,1,disentangled,0.9047326714106004,0.6159211499945793,1.0,2.4594594201706466,0.2754521538598262,smallnorb,True,True,False,False,False
0,0,entangled,0.1859619464592173,0.7284568186651866,0.556670012183658,1.8600138883945667,0.3094529415464191,smallnorb,True,True,False,True,False
1,1,disentangled,0.896397653704767,0.6139134762377001,1.0,2.339696061213354,0.2668274743156612,smallnorb,True,True,False,True,False
0,0,entangled,0.0448087576513541,0.9852741947542916,0.5016929981197964,3.9402909778647537,0.4215269354004823,mpi3d,True,True,False,True,False
1,1,disentangled,0.8414825741659484,0.908837470031428,1.0,4.327317192355326,0.2972839243728606,mpi3d,True,True,False,True,False
0,0,entangled,0.0576698828589299,0.8231291966140826,0.5982013077385567,3.8597598570963942,0.5823209038303688,dsprites,True,True,True,True,False
1,1,disentangled,0.8890165858167204,0.7031307971755721,1.0,3.2896480236766337,0.4454572425186176,dsprites,True,True,True,True,False
0,0,entangled,0.096137650992979,0.6575920123303849,0.4350446772060408,0.5419898218964647,0.0874030456938792,smallnorb,True,True,False,False,False
1,1,disentangled,0.90359972040464,0.619627558970754,1.0,2.4394167657391383,0.2762873264940862,smallnorb,True,True,False,False,False
0,0,entangled,0.233963734293502,0.6199808391690819,0.4998663518988405,0.5008142863755305,0.0572166937777975,smallnorb,True,True,False,False,False
1,1,disentangled,0.9009466157346344,0.5938670531469513,1.0,2.409375932936819,0.2823884546256007,smallnorb,True,True,False,False,False
0,0,entangled,0.2430849274694466,0.7111737021398143,0.5779227725242874,1.7984254033580398,0.3989579436949423,smallnorb,True,True,False,True,False
1,1,disentangled,0.8956267897910314,0.565205418926141,1.0,2.3225299948149623,0.2656481315782845,smallnorb,True,True,False,True,False
0,0,entangled,0.0734679664397003,0.7953236213821081,0.6084726044881561,2.71097900895634,0.4348570094660081,dsprites,True,True,False,True,False
1,1,disentangled,0.8814876088193242,0.7073406612737662,1.0,3.124798822939696,0.4158596199878029,dsprites,True,True,False,True,False
0,0,entangled,0.0464925915144961,0.9973904253711998,0.4737319919058393,4.591481008810877,0.5029192547186533,mpi3d,True,True,True,True,False
1,1,disentangled,0.8322135041859353,0.8528504351412878,1.0,4.182606448958438,0.2942563335023741,mpi3d,True,True,True,True,False
0,0,entangled,0.0731088670088867,0.8756111428064317,0.5935675711607853,2.6836439244542207,0.4943229894205992,dsprites,True,True,False,True,False
1,1,disentangled,0.8964877129201315,0.6883496749926756,1.0,3.4064667558400563,0.4536588529474417,dsprites,True,True,False,True,False
0,0,entangled,0.4754475334489391,0.6823640736671668,0.5300069362980926,1.0770183331319907,0.2595891015222932,smallnorb,True,True,False,False,False
1,1,disentangled,0.9016085897302316,0.5811097412931823,1.0,2.4086257872700583,0.2669246396041251,smallnorb,True,True,False,False,False
0,0,entangled,0.1619900849883406,0.7026024167793238,0.5170410549546143,1.1069143522440976,0.2348079850557912,smallnorb,True,True,False,False,False
1,1,disentangled,0.9034778707088336,0.581939887927766,1.0,2.440845059237017,0.2749427957451387,smallnorb,True,True,False,False,False
0,0,entangled,0.2702992068775283,0.8106400795475912,0.5307584061979773,2.523509274123949,0.4453222392624694,dsprites,True,True,False,True,False
1,1,disentangled,0.8855573414479756,0.7334758760342011,1.0,3.189341923031531,0.4222989647038355,dsprites,True,True,False,True,False
0,0,entangled,0.1158182536456617,0.7270948363716084,0.5475408484763364,2.3624538781147484,0.4708094133916154,smallnorb,True,True,True,True,False
1,1,disentangled,0.8952268938475609,0.5974197942286557,1.0,2.318609567162362,0.2640337281305756,smallnorb,True,True,True,True,False
0,0,entangled,0.6478559152732762,0.559894222484378,0.761238950107797,0.4045809029748488,0.0871429916160733,cars3d,True,True,False,True,False
1,1,disentangled,0.913995699135718,0.507468565424278,1.0,1.5804971835044226,0.0187434826645242,cars3d,True,True,False,True,False
0,0,entangled,0.0641061705874743,1.120535906722436,0.4827179634490328,6.429858830621175,0.5996526151023632,mpi3d,True,True,True,True,False
1,1,disentangled,0.8378335982212666,0.8628404649067993,1.0,4.276100085820117,0.2947907782732548,mpi3d,True,True,True,True,False
0,0,entangled,0.0538405961399657,1.00579319515107,0.5174377906108427,5.884669718896736,0.6045409217854886,mpi3d,True,True,True,True,False
1,1,disentangled,0.8406211309448427,0.863715382338842,1.0,4.309211448293481,0.2916880718640328,mpi3d,True,True,True,True,False
0,0,entangled,0.0319514008884514,1.075570144246849,0.480499297409645,6.616639128790309,0.6730778609124163,mpi3d,True,True,True,True,False
1,1,disentangled,0.8348686909731822,0.8736065932280223,1.0,4.195911441222986,0.2884820573078789,mpi3d,True,True,True,True,False
0,0,entangled,0.1113313244452162,0.8172275128406813,0.5613623097664835,2.32772666549552,0.3414716132993481,dsprites,True,True,False,False,False
1,1,disentangled,0.879341715482405,0.7260669128172625,1.0,3.0890118508159965,0.4142125503064441,dsprites,True,True,False,False,False
0,0,entangled,0.3445180938284563,0.726804328668043,0.5327580835684493,1.189583776866224,0.2108280050553362,smallnorb,True,True,False,False,False
1,1,disentangled,0.9018976888187208,0.6222325459579812,1.0,2.4201395671514248,0.275268070492496,smallnorb,True,True,False,False,False
0,0,entangled,0.1851626364062444,0.8922129402728607,0.59328545001038,3.20748258083184,0.4566960184259855,dsprites,True,True,True,True,False
1,1,disentangled,0.8849739561531527,0.7151569635121264,1.0,3.2070526438471587,0.4320257756524228,dsprites,True,True,True,True,False
0,0,entangled,0.1691383259046545,0.5433937899153953,0.7260680032839613,0.3539487086922888,0.0873572163069751,cars3d,True,True,False,True,False
1,1,disentangled,0.9158880363288334,0.5090788804597676,1.0,1.5752359977490915,0.0176822476961304,cars3d,True,True,False,True,False
0,0,entangled,0.0619434768638165,0.7984720886217946,0.5091480035716643,1.9156827017466116,0.3395007159224618,dsprites,True,True,False,False,False
1,1,disentangled,0.88467196568959,0.711314963286824,1.0,3.181023773406129,0.416832398287379,dsprites,True,True,False,False,False
0,0,entangled,0.729175401140372,0.8172046689847219,0.5883384402055111,2.8657264717617528,0.4784490233591217,dsprites,True,True,False,True,False
1,1,disentangled,0.8899210768046132,0.7011274844509038,1.0,3.268384098480059,0.4351998313471615,dsprites,True,True,False,True,False
0,0,entangled,0.3306310323550128,0.8223408778576062,0.6586941534715036,3.4839343025212512,0.5506958226969126,dsprites,True,True,True,True,False
1,1,disentangled,0.8892158219462487,0.7022439996549178,1.0,3.277860707616547,0.4390741373612721,dsprites,True,True,True,True,False
0,0,entangled,0.1120099210096867,1.0119434800627474,0.4733603242918844,5.980210113009972,0.6361960387849728,mpi3d,True,True,True,True,False
1,1,disentangled,0.8405631457509508,0.8731613319977175,1.0,4.373233878173551,0.3063583635091553,mpi3d,True,True,True,True,False
0,0,entangled,0.4327215186310571,0.5702659956785507,0.7777125119148033,0.2769277757754464,0.0784843191944754,cars3d,True,True,False,True,False
1,1,disentangled,0.9085503455412932,0.4765198390454639,1.0,1.4937896634308618,0.0175171198814492,cars3d,True,True,False,True,False
0,0,entangled,0.1429589591057466,0.761693597586647,0.56827869052986,1.2389984884416334,0.1480006802363589,dsprites,True,True,False,False,False
1,1,disentangled,0.8844636046551648,0.7196213520423047,1.0,3.18509064086665,0.423443812145042,dsprites,True,True,False,False,False
0,0,entangled,0.045921435070924,0.7421582455793577,0.5922689577262062,2.268518584880794,0.4528241788204329,smallnorb,True,True,False,True,False
1,1,disentangled,0.9032297319362096,0.5940835407251935,1.0,2.4320087037343545,0.2750548863536232,smallnorb,True,True,False,True,False
0,0,entangled,0.2543984951695522,0.6700510980527394,0.3892278623572389,0.379542137376871,0.0854694620789598,smallnorb,True,True,False,False,False
1,1,disentangled,0.9087854813339108,0.6343490407207989,1.0,2.5243711305867595,0.2808020986013549,smallnorb,True,True,False,False,False
0,0,entangled,0.5236737571845,0.4638044415260295,0.6934983216592259,0.1270703501852699,0.035881010642593,cars3d,False,True,False,True,False
1,1,disentangled,0.9063853542882432,0.4780463301949848,1.0,1.4785373129712092,0.017373915856019,cars3d,False,True,False,True,False
0,0,entangled,0.3325871027629146,0.7894200545445859,0.5556785707919663,1.5825182531278608,0.3003745970335676,dsprites,True,True,False,False,False
1,1,disentangled,0.8801313006773285,0.747707567882803,1.0,3.124691283091243,0.4204604196494088,dsprites,True,True,False,False,False
0,0,entangled,0.2795778044153041,0.4770913019529311,0.7267507048686327,0.1493484721907214,0.0327127915292318,cars3d,True,True,False,True,False
1,1,disentangled,0.9069863955933956,0.4516021542336217,1.0,1.4784655687415862,0.0174096627903564,cars3d,True,True,False,True,False
0,0,entangled,0.1475810709047808,0.7788292389992785,0.5742528548861562,1.5189949709831,0.2957672022739993,dsprites,True,True,False,False,False
1,1,disentangled,0.8875056634286017,0.7076752004386898,1.0,3.244169149210528,0.4300745462929667,dsprites,True,True,False,False,False
0,0,entangled,0.4894152164890266,0.6236543316274515,0.7430044166087795,1.023764919298944,0.284508296851814,cars3d,True,True,False,True,False
1,1,disentangled,0.9138273857001016,0.5176017193836532,1.0,1.5465255362674393,0.017237570227009,cars3d,True,True,False,True,False
0,0,entangled,0.4388324113053581,0.6754953003209757,0.4936272663923259,0.8261937916053341,0.2011717425450659,smallnorb,True,True,False,False,False
1,1,disentangled,0.9019378541800817,0.621183827840697,1.0,2.424514195159668,0.2780160305515655,smallnorb,True,True,False,False,False
0,0,entangled,0.1221576698278016,1.0272754967744162,0.492573362752058,4.830858882306513,0.5290754858230636,mpi3d,True,True,True,True,False
1,1,disentangled,0.8364808688516865,0.8625941394023978,1.0,4.260896789074305,0.3010327039716792,mpi3d,True,True,True,True,False
0,0,entangled,0.1291653300589783,0.7932460252772654,0.5757027056543468,2.3050495404192057,0.4046593432032468,dsprites,True,True,False,False,False
1,1,disentangled,0.8905553420617289,0.7868696300933483,1.0,3.290183380684427,0.433807783714466,dsprites,True,True,False,False,False
0,0,entangled,0.0450872705359796,0.8004804223013667,0.634364794766434,2.950301222017414,0.4417886051666468,dsprites,True,True,False,True,False
1,1,disentangled,0.887676682095665,0.696674977487619,1.0,3.234529848715833,0.426835747946084,dsprites,True,True,False,True,False
0,0,entangled,0.0570663556913417,0.7950721006667376,0.5764535389304283,1.718885677188044,0.3372384750250264,smallnorb,True,True,False,True,False
1,1,disentangled,0.9012104234240446,0.5687715895223928,1.0,2.409242751916893,0.2738617259971713,smallnorb,True,True,False,True,False
0,0,entangled,0.0813232450723318,0.8441208242823782,0.6429747820598343,3.8459846166718776,0.5838893388913791,dsprites,True,True,True,True,False
1,1,disentangled,0.8915217396224494,0.7136202613007201,1.0,3.3010600989560395,0.4329104836588295,dsprites,True,True,True,True,False
0,0,entangled,0.216466209541045,1.03366195022117,0.5231988703822811,6.412759935622612,0.656327854720801,mpi3d,True,True,True,True,False
1,1,disentangled,0.8403045729909812,0.907390001102744,1.0,4.352382118122147,0.3009337773099661,mpi3d,True,True,True,True,False
0,0,entangled,0.0767605491438155,0.8185362112478943,0.5791705274085566,1.8355440021327276,0.3247512451256928,smallnorb,True,True,False,True,False
1,1,disentangled,0.8969581999154492,0.5666275625429646,1.0,2.349102079778131,0.2665288069313273,smallnorb,True,True,False,True,False
0,0,entangled,0.3419572818802973,0.5425596915685251,0.7100284831017971,0.2362534814847987,0.0466951635722024,cars3d,True,True,False,True,False
1,1,disentangled,0.911615118051945,0.4896427155958527,1.0,1.539044013144017,0.0181886247062234,cars3d,True,True,False,True,False
0,0,entangled,0.2737979736824175,1.166690448623124,0.552348340042396,5.071569123873193,0.5608047218512843,mpi3d,True,True,True,True,False
1,1,disentangled,0.8419859199950545,0.8753978310517442,1.0,4.3521979649056375,0.3085013780696972,mpi3d,True,True,True,True,False
0,0,entangled,0.0665965408627923,0.773227556888649,0.5594664167834253,1.8573506033052076,0.3332133660862771,dsprites,True,True,False,False,False
1,1,disentangled,0.8941046916773772,0.707674021184449,1.0,3.36324300356492,0.4436805697648461,dsprites,True,True,False,False,False
0,0,entangled,0.7019011355518046,0.6653802290169798,0.7590577759719825,1.116321570506361,0.245449365534621,cars3d,True,True,False,True,False
1,1,disentangled,0.9178485476803232,0.4912365776390368,1.0,1.59548152882729,0.0179782000558048,cars3d,True,True,False,True,False
0,0,entangled,0.1678063517990715,0.7757488557515758,0.5089059811949616,1.4109912084396514,0.219646181671786,dsprites,True,True,False,False,False
1,1,disentangled,0.8931482902818799,0.7208597519231661,1.0,3.3491732489523525,0.4492270135794003,dsprites,True,True,False,False,False
0,0,entangled,0.3481959989133861,0.5675076985446486,0.669928147380476,0.1702092489512585,0.0383131750993238,cars3d,True,True,False,True,False
1,1,disentangled,0.9024872504405972,0.4683789380561149,1.0,1.4313280425191426,0.0161430313151868,cars3d,True,True,False,True,False
0,0,entangled,0.148579912157651,0.6757423776128321,0.5001689476761347,0.7940768040916661,0.1643212018019325,smallnorb,True,True,False,False,False
1,1,disentangled,0.8983239748687785,0.5900722289631473,1.0,2.3624256625365216,0.2670322480279099,smallnorb,True,True,False,False,False
0,0,entangled,0.4452141178312664,0.8058935138377584,0.5773681697648246,2.6127070496468283,0.4269803443471734,dsprites,True,True,False,False,False
1,1,disentangled,0.8840615263295946,0.7181682822090367,1.0,3.1896838226183317,0.4344438227726254,dsprites,True,True,False,False,False
0,0,entangled,0.2841439615294513,0.606557661754142,0.4769182559251472,0.51985943126892,0.1432460578439917,smallnorb,False,True,False,False,False
1,1,disentangled,0.9055303473393688,0.6276015654278284,1.0,2.471299171876985,0.2744437940899641,smallnorb,False,True,False,False,False
0,0,entangled,0.7039270477914539,0.6781497642918417,0.5343585160441763,1.0738748765317343,0.2529550804227308,smallnorb,True,True,False,False,False
1,1,disentangled,0.9011302133931324,0.6481934089242626,1.0,2.404154914523834,0.2699820536297631,smallnorb,True,True,False,False,False
0,0,entangled,0.2664466571186892,0.7149476489693898,0.556007687587995,2.2536406061810497,0.3977912497718007,smallnorb,True,True,False,True,False
1,1,disentangled,0.894922542250202,0.6010134189452275,1.0,2.3199937430927333,0.2638172897529604,smallnorb,True,True,False,True,False
0,0,entangled,0.1174719586067902,0.5755762404562677,0.7049772889084918,0.4500538467845154,0.1359496351731192,cars3d,True,True,False,True,False
1,1,disentangled,0.9118422908197352,0.4573644690097809,1.0,1.525145816344346,0.017395535051135,cars3d,True,True,False,True,False
0,0,entangled,0.1608794169676809,0.6197956186577526,0.7337968395481757,1.2166118443669638,0.2935057018050067,cars3d,True,True,False,True,False
1,1,disentangled,0.9156226426163964,0.5007914926174913,1.0,1.590896274458446,0.0191611474881571,cars3d,True,True,False,True,False
0,0,entangled,0.0598740482816342,0.7905742447334183,0.6148584001966113,3.711480011004067,0.5459627018181266,dsprites,True,True,True,True,False
1,1,disentangled,0.8838458247781807,0.6904597960584897,1.0,3.171332754281837,0.4212270290263184,dsprites,True,True,True,True,False
0,0,entangled,0.3718164192195468,0.6973389702598196,0.4910004599535176,0.7305586556547641,0.1490257257980393,smallnorb,True,True,False,False,False
1,1,disentangled,0.905282036240965,0.6207908960212951,1.0,2.462100413645405,0.2732519879119467,smallnorb,True,True,False,False,False
0,0,entangled,0.0733309833427037,0.8612350934240667,0.6227276096894723,2.9658364650119484,0.5135140983803023,dsprites,True,True,False,True,False
1,1,disentangled,0.8938433489206264,0.687689202682378,1.0,3.35143223255948,0.4405144301215045,dsprites,True,True,False,True,False
0,0,entangled,0.255712946067786,0.410075701657342,0.6583200843228431,0.0741391408733653,0.0240200232718711,cars3d,False,True,False,True,False
1,1,disentangled,0.8995505530962702,0.4737156150843254,1.0,1.4188820434972405,0.0171830528925837,cars3d,False,True,False,True,False
0,0,entangled,0.163872436745307,1.0539023158767815,0.4981353215126017,4.937464498336624,0.4829156454491916,mpi3d,True,True,True,True,False
1,1,disentangled,0.8409800070356789,0.8800283736014438,1.0,4.367145612540131,0.3136111571988935,mpi3d,True,True,True,True,False
0,0,entangled,0.0803319694880206,0.8110100636005576,0.6001730264748889,2.7583334105896,0.4584154264207383,dsprites,True,True,False,True,False
1,1,disentangled,0.8962793774750886,0.7474262520374869,1.0,3.415056028236183,0.4473096681753,dsprites,True,True,False,True,False
0,0,entangled,0.3832507330232805,0.7448039780931034,0.5390222792452465,1.1086101748703707,0.2457185378277997,smallnorb,True,True,False,False,False
1,1,disentangled,0.9021391420978024,0.5934818415478146,1.0,2.41881088104872,0.2664509390084953,smallnorb,True,True,False,False,False
0,0,entangled,0.0888906319665258,0.851529615545297,0.6033087961546106,3.4860060382603173,0.4864200301423537,dsprites,True,True,True,True,False
1,1,disentangled,0.8951605887513533,0.790957487723484,1.0,3.38591468825922,0.4382959017108945,dsprites,True,True,True,True,False
0,0,entangled,0.1915980591215695,0.6153792545906915,0.7020861506528355,1.4908898874368708,0.3219063873149504,cars3d,True,True,True,True,False
1,1,disentangled,0.9012285756140568,0.4376801456068919,1.0,1.4219325441088966,0.0173736247374216,cars3d,True,True,True,True,False
0,0,entangled,0.1126448125637658,1.0032271053865944,0.5039666964399335,4.260602294397946,0.2201442814944974,mpi3d,True,True,True,False,False
1,1,disentangled,0.8367971996556869,0.8755087343924963,1.0,4.2433435953466825,0.2988271271739878,mpi3d,True,True,True,False,False
0,0,entangled,0.1077573393564355,0.6254014086403743,0.699774651367735,0.94687654255217,0.2559547693377453,cars3d,True,True,False,True,False
1,1,disentangled,0.902481492175334,0.4250219092863523,1.0,1.4316425577713794,0.0162382178837,cars3d,True,True,False,True,False
0,0,entangled,0.0570886842794434,1.141478811177432,0.514000624022016,8.043252831665267,0.7894958201512632,mpi3d,True,True,True,True,False
1,1,disentangled,0.8445338194212505,0.9216311958182466,1.0,4.414990418311554,0.3153668400734267,mpi3d,True,True,True,True,False
0,0,entangled,0.0659972978309628,0.7434589786169966,0.5540733786289146,1.7422521798628758,0.3824967831187234,smallnorb,True,True,False,True,False
1,1,disentangled,0.9063126760205772,0.5700931343321338,1.0,2.485986407263108,0.2860298658695125,smallnorb,True,True,False,True,False
0,0,entangled,0.1211636694635099,0.689895330313381,0.5559497791059875,1.5264704772419415,0.2617722584707954,smallnorb,True,True,False,False,False
1,1,disentangled,0.897251864342571,0.5683069448356417,1.0,2.352535622765875,0.2711329554817595,smallnorb,True,True,False,False,False
0,0,entangled,0.6987342049895313,0.5263137654195315,0.7615404647992089,0.4555246824641812,0.0587420883009139,cars3d,True,True,False,True,False
1,1,disentangled,0.9077525993255866,0.4735120615391496,1.0,1.484673005628462,0.0175758822595498,cars3d,True,True,False,True,False
0,0,entangled,0.1178670380051585,0.7370865405276621,0.5650205742882738,1.3505657438947472,0.2602522283513743,dsprites,True,True,False,False,False
1,1,disentangled,0.8788578523911582,0.6854364752820046,1.0,3.0987056060695464,0.4214483868408502,dsprites,True,True,False,False,False
0,0,entangled,0.5950972479599589,0.7188486645843544,0.473390433611391,0.9276749156655412,0.2000258737084862,smallnorb,True,True,False,False,False
1,1,disentangled,0.9033177335731664,0.5860521164152173,1.0,2.4330223601796845,0.2726698654974456,smallnorb,True,True,False,False,False
0,0,entangled,0.1064514564573059,0.6399241421210629,0.5114782146364659,0.4829490439938286,0.1040952328811742,smallnorb,True,True,False,False,False
1,1,disentangled,0.8993154101109677,0.6365606901450074,1.0,2.3870768641734674,0.2784361292676985,smallnorb,True,True,False,False,False
0,0,entangled,0.1069386003422415,1.0014547019402105,0.5065877004762466,3.900658872708776,0.4019015644720393,mpi3d,True,True,False,True,False
1,1,disentangled,0.8416813801468994,0.9092978983271705,1.0,4.340788406465549,0.3012235355115679,mpi3d,True,True,False,True,False
0,0,entangled,0.0473978411746553,1.054009490364206,0.5322272891687494,5.953418610738256,0.6065385325901865,mpi3d,True,True,True,True,False
1,1,disentangled,0.8310445879073601,0.8664268851518169,1.0,4.186628573006976,0.2990794525712869,mpi3d,True,True,True,True,False
0,0,entangled,0.2666940967874504,0.8119807657864749,0.4696889226182893,1.8276265470392308,0.2810428858833443,dsprites,True,True,False,False,False
1,1,disentangled,0.8880431406216311,0.7135243964649771,1.0,3.260292819549884,0.4316679875147041,dsprites,True,True,False,False,False
0,0,entangled,0.0493319993073835,1.057896405087459,0.5223020698880723,6.108243645826734,0.6494892232147488,mpi3d,True,True,True,True,False
1,1,disentangled,0.833482762557168,0.9265334257424972,1.0,4.220753558899714,0.2857829427893303,mpi3d,True,True,True,True,False
0,0,entangled,0.190064349660919,0.524870392249559,0.7129493153530468,0.8174797660185815,0.1778467444293144,cars3d,True,True,False,True,False
1,1,disentangled,0.9182232908607684,0.4970305431586291,1.0,1.6007504762066649,0.0186345204270744,cars3d,True,True,False,True,False
0,0,entangled,0.1593780764199318,0.587629446017622,0.7519909491781748,0.9022541977447966,0.2429491086146858,cars3d,True,True,False,True,False
1,1,disentangled,0.9097768321143792,0.4623694956518648,1.0,1.5022586106775844,0.0169679469174807,cars3d,True,True,False,True,False
0,0,entangled,0.1007058434957999,0.8264175112614724,0.5748769688974597,2.645942237120823,0.3532493152882519,dsprites,True,True,False,False,False
1,1,disentangled,0.8858518253834226,0.7477022485517244,1.0,3.2304950936245387,0.4325137292734893,dsprites,True,True,False,False,False
0,0,entangled,0.1221721965802956,0.5695008729564904,0.7650193235737428,0.7777660464848692,0.2472862404236461,cars3d,True,True,False,True,False
1,1,disentangled,0.9136685781016026,0.4756127934502151,1.0,1.5483849648688963,0.0178217345874764,cars3d,True,True,False,True,False
0,0,entangled,0.0775560285559368,0.9817649136333524,0.5703757152693474,4.006186893133251,0.4287503505316858,mpi3d,True,True,False,True,False
1,1,disentangled,0.8370840260491283,0.9007146133459866,1.0,4.267116836504041,0.3025806703102168,mpi3d,True,True,False,True,False
0,0,entangled,0.8816872441871302,0.7883820735197024,0.6199910307642766,3.004712646593255,0.4531126882428605,smallnorb,True,True,True,True,False
1,1,disentangled,0.9067775469583024,0.6772480738436175,1.0,2.48786261531388,0.2789792506256562,smallnorb,True,True,True,True,False
0,0,entangled,0.4557762374558448,1.0344207945143806,0.5375303844703903,4.379005149259723,0.4281685007056148,mpi3d,True,True,True,True,False
1,1,disentangled,0.8406278146741414,0.8607996930775154,1.0,4.323956055329706,0.305738490645255,mpi3d,True,True,True,True,False
0,0,entangled,0.550009790796842,0.7440160589347312,0.5552916887097568,1.5347236024102933,0.2227571671664382,dsprites,True,True,False,False,False
1,1,disentangled,0.8859562006764585,0.7214267846470593,1.0,3.237710756850176,0.4396765934239742,dsprites,True,True,False,False,False
0,0,entangled,0.1413724252252242,0.6348154167010117,0.4767690649311634,0.7242311864618749,0.1420824610652666,smallnorb,True,True,False,False,False
1,1,disentangled,0.8970743986698234,0.5816761753767845,1.0,2.343408350580049,0.2722609879532484,smallnorb,True,True,False,False,False
0,0,entangled,0.238478823912619,0.4787863308521725,0.692728715453065,0.2311184460314299,0.0623328278636279,cars3d,True,True,False,True,False
1,1,disentangled,0.9090765442752928,0.4696628938510912,1.0,1.4991502350558277,0.017574776262438,cars3d,True,True,False,True,False
0,0,entangled,0.1992473998009787,0.632269848012482,0.4296818803087553,0.4093426415559353,0.1019199434473691,smallnorb,True,True,False,False,False
1,1,disentangled,0.8985919091497439,0.5972129325500374,1.0,2.3686012126493186,0.2687613815453754,smallnorb,True,True,False,False,False
0,0,entangled,0.0995503164932957,0.7052554615837402,0.548380811539808,2.449346867719234,0.4667095479448201,smallnorb,True,True,True,True,False
1,1,disentangled,0.8971939516304641,0.6365363828287514,1.0,2.346612626875568,0.2640083627335601,smallnorb,True,True,True,True,False
0,0,entangled,0.4026089574964465,1.1697083835405735,0.5558514974343413,6.505461583377976,0.5906210948213877,mpi3d,True,True,True,True,False
1,1,disentangled,0.8391423217872543,0.8833349949625425,1.0,4.292060139779172,0.2985527503133479,mpi3d,True,True,True,True,False
0,0,entangled,0.1186604472344336,1.0614675454402671,0.559671002234305,6.190279676050563,0.6145669886515537,mpi3d,True,True,True,True,False
1,1,disentangled,0.8409628161090927,0.912579065911525,1.0,4.353366652580056,0.303956247315114,mpi3d,True,True,True,True,False
0,0,entangled,0.1803243006343138,0.7076191640798886,0.7428217087220038,1.351754239702987,0.3047896047355666,cars3d,True,True,False,True,False
1,1,disentangled,0.9074708297487142,0.4489409431694389,1.0,1.4846443206242288,0.0178287510852667,cars3d,True,True,False,True,False
0,0,entangled,0.910143733471136,0.6199331058981663,0.792782665167331,1.564961415487844,0.4132787207279138,cars3d,True,True,True,True,True
1,1,disentangled,0.9073656191930036,0.4561636802184714,1.0,1.4884583385526309,0.0175767626334735,cars3d,True,True,True,True,True
0,0,entangled,0.1700247166584752,0.578808238234418,0.7836854365126417,0.5552619501496445,0.2050839631526854,cars3d,True,True,False,True,False
1,1,disentangled,0.9157780953773887,0.534191214981271,1.0,1.5719480519461513,0.0180887474128426,cars3d,True,True,False,True,False
0,0,entangled,0.1105636472603736,1.0252218182640176,0.5212803401750541,4.890005440971703,0.4639534479334564,mpi3d,True,True,True,True,False
1,1,disentangled,0.840998153977703,0.8711956553053068,1.0,4.333652496634755,0.3040387720158869,mpi3d,True,True,True,True,False
0,0,entangled,0.1158270061142894,0.6449038404888415,0.7091381937338794,0.8343281697371068,0.245410613324753,cars3d,True,True,False,True,False
1,1,disentangled,0.9141272987444046,0.5070076756749561,1.0,1.56416829552854,0.018778796272029,cars3d,True,True,False,True,False
0,0,entangled,0.5163295268331702,0.5942260933896057,0.6987945220191465,0.7305938656457758,0.2177540260497872,cars3d,True,True,False,True,False
1,1,disentangled,0.9168210148171256,0.5076694828497038,1.0,1.5844043595875812,0.0185402617884359,cars3d,True,True,False,True,False
0,0,entangled,0.160324486277328,0.5952666288622432,0.7365499413540599,1.100741466288755,0.2932727613890368,cars3d,True,True,False,True,False
1,1,disentangled,0.9167760129008418,0.5448917172699309,1.0,1.5899123702808318,0.0185874180570937,cars3d,True,True,False,True,False
0,0,entangled,0.3941714709727476,0.7669488727171159,0.535421625799407,1.2350938490128809,0.1911862624500076,dsprites,True,True,False,False,False
1,1,disentangled,0.8826551808889858,0.7312147303957789,1.0,3.1495722558434087,0.4228519879680675,dsprites,True,True,False,False,False
0,0,entangled,0.0951693506377503,1.0581154920513502,0.5225986432807254,5.264996255396801,0.5572702242657268,mpi3d,True,True,True,True,False
1,1,disentangled,0.839173887960887,0.8439058246316693,1.0,4.292413061381362,0.298276319531161,mpi3d,True,True,True,True,False
0,0,entangled,0.1586578177904805,1.0159578113255978,0.5150617188332395,4.685568556865091,0.4485736869878086,mpi3d,True,True,True,True,False
1,1,disentangled,0.8302606228668296,0.8888748747954727,1.0,4.151754135201442,0.2969194491157179,mpi3d,True,True,True,True,False
0,0,entangled,0.5939534853326813,0.5076266381210606,0.7253162700141346,0.3698929475340986,0.1007542666867793,cars3d,True,True,False,True,False
1,1,disentangled,0.9151102283654668,0.4805229702851988,1.0,1.563690853140427,0.0183922789697507,cars3d,True,True,False,True,False
0,0,entangled,0.084557643507381,0.8058952593202399,0.5363787953391413,3.003063123112014,0.5451546007152289,dsprites,True,True,False,True,False
1,1,disentangled,0.8856507693145953,0.73247481167251,1.0,3.212998742321803,0.4333047011293609,dsprites,True,True,False,True,False
