,Unnamed: 0,disentanglement,avg_corr_coef,IOSS,IRS,gaussian_total_correlation,gaussian_wasserstein_dependency,dataset,IOSS_classify,IRS_classify,gaussian_total_correlation_classify,gaussian_wasserstein_dependency_classify,avg_corr_coef_classify
0,0,entangled,0.1503713958402104,1.048193549828136,0.496084533986679,4.275659375061791,0.441223135327651,mpi3d,True,True,False,True,False
1,1,disentangled,0.8449032023693585,0.8553498428055373,1.0,4.4100544438025775,0.2967091760646002,mpi3d,True,True,False,True,False
0,0,entangled,0.2050290410832887,0.5549840671038001,0.7403459498485484,0.6441568836841465,0.188161062386088,cars3d,True,True,False,True,False
1,1,disentangled,0.910532962264836,0.4960733595502548,1.0,1.522988268187028,0.0178875293595537,cars3d,True,True,False,True,False
0,0,entangled,0.1382102935937697,1.0606305232745252,0.4531401326637676,7.429889230928306,0.6569579911226853,mpi3d,True,True,True,True,False
1,1,disentangled,0.8354815448073486,0.851598064866498,1.0,4.223567818434053,0.304137327337165,mpi3d,True,True,True,True,False
0,0,entangled,0.2684257386978048,0.7839803923120306,0.604982048543004,2.1267866115166933,0.4221079106847745,smallnorb,True,True,False,True,False
1,1,disentangled,0.899187110034673,0.5722487298632921,1.0,2.3773953539682697,0.2660027810817066,smallnorb,True,True,False,True,False
0,0,entangled,0.1840553003494305,0.9020625392124284,0.6230529595185192,2.6553754972396075,0.4558326344158699,dsprites,True,True,False,True,False
1,1,disentangled,0.8936043081971456,0.7408445185731438,1.0,3.3434929710425694,0.4422312662630094,dsprites,True,True,False,True,False
0,0,entangled,0.5173186281538449,0.8033151968227208,0.5572781279343177,1.6805171253521571,0.3217875981764361,dsprites,True,True,False,False,False
1,1,disentangled,0.8898630681084504,0.7011297558606275,1.0,3.263525420935552,0.425928405109989,dsprites,True,True,False,False,False
0,0,entangled,0.1178432487119054,1.1095200868764412,0.6042527297798975,5.03956996514049,0.4702320711369843,mpi3d,True,True,True,True,False
1,1,disentangled,0.8420844842909507,0.885448410157553,1.0,4.342882772183843,0.2970725714276441,mpi3d,True,True,True,True,False
0,0,entangled,0.1786838909048305,1.0410382970876586,0.5250833479926563,5.533511015525086,0.6114464551583885,mpi3d,True,True,True,True,False
1,1,disentangled,0.8295857489311443,0.8650658205924202,1.0,4.164155637490761,0.3016004220891711,mpi3d,True,True,True,True,False
0,0,entangled,0.0505346005075514,0.8032476078901876,0.5479991940181387,2.890222430480195,0.4612207853861242,dsprites,True,True,False,True,False
1,1,disentangled,0.8822677461761631,0.6977225813432268,1.0,3.146422164676774,0.4220864300823476,dsprites,True,True,False,True,False
0,0,entangled,0.3257099389525391,0.7545564914821501,0.6129158939391124,1.835035534527893,0.3846983634162553,smallnorb,True,True,False,True,False
1,1,disentangled,0.9072117071813028,0.6424258336156603,1.0,2.495719791209803,0.2753394854317834,smallnorb,True,True,False,True,False
0,0,entangled,0.2970792738199066,0.5686606812508883,0.7020800222813569,0.2052444224104849,0.0674418531488252,cars3d,True,True,False,True,False
1,1,disentangled,0.9056159953817288,0.4417363507611013,1.0,1.4641888702361603,0.0177277023574996,cars3d,True,True,False,True,False
0,0,entangled,0.3530160568431028,0.6813952539401361,0.5244928371224463,0.9474187116493976,0.1805958646409984,smallnorb,True,True,False,False,False
1,1,disentangled,0.8998813926977354,0.6058695808917948,1.0,2.385904656356208,0.2736375633215649,smallnorb,True,True,False,False,False
0,0,entangled,0.0871053766309251,1.0672372551507583,0.4766053098584668,8.015547946754836,0.7618385337799153,mpi3d,True,True,True,True,False
1,1,disentangled,0.8356656632105994,0.8814061915611429,1.0,4.250298506623265,0.3042811374143931,mpi3d,True,True,True,True,False
0,0,entangled,0.4176488063758047,1.0134654274126875,0.5430638458843448,4.884215756390113,0.5282668836242393,mpi3d,True,True,True,True,False
1,1,disentangled,0.834766737137981,0.8960764629242088,1.0,4.243034972839137,0.2983669838271934,mpi3d,True,True,True,True,False
0,0,entangled,0.2287889766399435,0.7161220644433985,0.5735228699956199,2.540544751491657,0.4233983249541881,smallnorb,True,True,True,True,False
1,1,disentangled,0.8997894935933747,0.5685064814734617,1.0,2.390125969918941,0.2706488148643304,smallnorb,True,True,True,True,False
0,0,entangled,0.0832155542580832,0.7677708242002008,0.5874598131388981,1.589205877592823,0.3402640259259251,dsprites,True,True,False,False,False
1,1,disentangled,0.8827537736111449,0.6744197346805826,1.0,3.156205931931569,0.4240752229064004,dsprites,True,True,False,False,False
0,0,entangled,0.0779495907855337,0.8573828485346768,0.619635354237554,3.738029661753866,0.5784190036897191,dsprites,True,True,True,True,False
1,1,disentangled,0.888316664571602,0.7135379484306,1.0,3.241723347512721,0.4334473167470279,dsprites,True,True,True,True,False
0,0,entangled,0.1578946203647054,1.011165953552687,0.5065015615191842,4.944155223630267,0.5662231352024711,mpi3d,True,True,True,True,False
1,1,disentangled,0.8385823673434913,0.8817252227498056,1.0,4.29615666431575,0.2940523695966794,mpi3d,True,True,True,True,False
0,0,entangled,0.1260831427656683,0.7863327355010569,0.5539357667663131,2.0028511465309737,0.3092415239684993,dsprites,True,True,False,False,False
1,1,disentangled,0.8964489746508199,0.7686389502685331,1.0,3.40798165295098,0.4508375813321505,dsprites,True,True,False,False,False
0,0,entangled,0.3139120078989525,0.5130112926147846,0.7254888375838369,0.2634363848240855,0.0817181434884574,cars3d,True,True,False,True,False
1,1,disentangled,0.9114744731904036,0.5052009770644506,1.0,1.529711764102056,0.0178089967555265,cars3d,True,True,False,True,False
0,0,entangled,0.4880436126213931,0.8608837468182986,0.5161811950444368,2.769791493938936,0.4328646785780181,dsprites,True,True,False,True,False
1,1,disentangled,0.8838245380853346,0.7115460035957821,1.0,3.190834264496352,0.4265732336593452,dsprites,True,True,False,True,False
0,0,entangled,0.3156120049072435,1.03089175458683,0.5185013605207371,5.597178645132939,0.6335528350567808,mpi3d,True,True,True,True,False
1,1,disentangled,0.842270534347639,0.8865258424669813,1.0,4.366281961636722,0.3043988067631273,mpi3d,True,True,True,True,False
0,0,entangled,0.4830506453824045,0.5138109823269974,0.7136058017212711,0.2689655597111327,0.0797532172339773,cars3d,False,True,False,True,False
1,1,disentangled,0.9066736995717796,0.5232901860189566,1.0,1.4758271879212064,0.0175870585679663,cars3d,False,True,False,True,False
0,0,entangled,0.2968719122566333,0.8463378182250203,0.6026030282443906,3.992550469486174,0.5596198361274356,dsprites,True,True,True,True,False
1,1,disentangled,0.8890538837589534,0.6919779792020935,1.0,3.271009966742769,0.4396496619157647,dsprites,True,True,True,True,False
0,0,entangled,0.2962173735260764,0.8256779520771133,0.628499047535119,3.66667537434964,0.5375817857600326,dsprites,True,True,True,True,False
1,1,disentangled,0.8964814745623536,0.6989069729658348,1.0,3.394960678951204,0.441251221603314,dsprites,True,True,True,True,False
0,0,entangled,0.3350499016971701,0.683273581411931,0.4299492782833252,0.6838174309000582,0.1572713597803126,smallnorb,True,True,False,False,False
1,1,disentangled,0.9026175241002083,0.6206224525293805,1.0,2.4291567628215835,0.272977790075528,smallnorb,True,True,False,False,False
0,0,entangled,0.7679154877997288,0.8112436910158428,0.6240409106688751,2.7110019153518974,0.3457960161160494,dsprites,True,True,False,False,False
1,1,disentangled,0.8858721992770481,0.7084400181666034,1.0,3.224569105596484,0.4340094995579237,dsprites,True,True,False,False,False
0,0,entangled,0.2685176113705303,0.7739891650377285,0.5904284870993219,2.350593852665173,0.4430934095624107,smallnorb,True,True,False,True,False
1,1,disentangled,0.9001028520999502,0.558471542002234,1.0,2.3895347763282846,0.2718156842622336,smallnorb,True,True,False,True,False
0,0,entangled,0.2909047634278675,0.7050633864608876,0.5144393682094609,1.0952617930959825,0.2587417535902115,smallnorb,True,True,False,False,False
1,1,disentangled,0.8991527265436317,0.624313909299546,1.0,2.3722378353029296,0.2655684670237813,smallnorb,True,True,False,False,False
0,0,entangled,0.0566368391365489,0.802879797366716,0.5449676546845659,1.9371051240816104,0.2648807282777964,dsprites,True,True,False,False,False
1,1,disentangled,0.8847581252764424,0.6815226391206209,1.0,3.1824875644346857,0.4240689932308955,dsprites,True,True,False,False,False
0,0,entangled,0.4304160379758773,0.7510624106410232,0.5770994752653681,2.8204813073478263,0.5143876265376834,smallnorb,True,True,True,True,False
1,1,disentangled,0.9042710794024558,0.5745108694081172,1.0,2.45507020578932,0.2751437352303082,smallnorb,True,True,True,True,False
0,0,entangled,0.1626471333005331,1.0344743185266077,0.4933019782796962,3.9073422114966334,0.3910724784415777,mpi3d,True,True,False,True,False
1,1,disentangled,0.8416557194227355,0.877535879965172,1.0,4.350029712945429,0.3071510890289805,mpi3d,True,True,False,True,False
0,0,entangled,0.0130111406658494,1.024107016642323,0.4744797097422032,4.781308202601389,0.4837506875955885,mpi3d,True,True,True,True,False
1,1,disentangled,0.8434131708155826,0.8640461591048297,1.0,4.378544606769474,0.2963735275360081,mpi3d,True,True,True,True,False
0,0,entangled,0.4478842882194597,0.6609569575797847,0.7486806572003893,1.0297568983024683,0.2780914322623034,cars3d,True,True,False,True,False
1,1,disentangled,0.911611382191194,0.4554526869073074,1.0,1.525137200159017,0.0174995171541371,cars3d,True,True,False,True,False
0,0,entangled,0.0630458192830464,1.0356082837662977,0.5663733690723988,5.604157890411985,0.6411490412722495,mpi3d,True,True,True,True,False
1,1,disentangled,0.8396325509409549,0.880826792326989,1.0,4.314076309843003,0.2936212581760924,mpi3d,True,True,True,True,False
0,0,entangled,0.124104924664902,0.6828579725945391,0.5629696825866061,0.9860469532662512,0.2232678218425902,smallnorb,True,True,False,False,False
1,1,disentangled,0.8985480189724644,0.6147100483998984,1.0,2.3634211281094286,0.2690127896402186,smallnorb,True,True,False,False,False
0,0,entangled,0.1029389088233665,0.6256447891283595,0.5234173087863736,0.5510049895855089,0.1773738999851045,smallnorb,True,True,False,False,False
1,1,disentangled,0.9049981299994287,0.5903976649983076,1.0,2.465744388693273,0.2789459054298031,smallnorb,True,True,False,False,False
0,0,entangled,0.0979126306529251,0.7949701394770369,0.5597892807014835,2.400370035484637,0.4249285289222907,dsprites,True,True,False,False,False
1,1,disentangled,0.8908241604994126,0.6958943432408209,1.0,3.2929969404316486,0.4374813466472112,dsprites,True,True,False,False,False
0,0,entangled,0.059442497292269,0.7175071813888042,0.5547662056432686,2.037310905516297,0.3633009493359301,smallnorb,True,True,False,True,False
1,1,disentangled,0.897608914892021,0.5682101304596385,1.0,2.3589243868347016,0.2716412984583489,smallnorb,True,True,False,True,False
0,0,entangled,0.0987824258287501,0.7164819362519678,0.5437059653448406,1.95714281744132,0.3927204679749477,smallnorb,True,True,False,True,False
1,1,disentangled,0.9039961285511438,0.6213054047554548,1.0,2.445723146546939,0.2720807985084736,smallnorb,True,True,False,True,False
0,0,entangled,0.0837099525391646,0.8791280744857694,0.6408449833895173,3.1561756773147778,0.4991406835795188,dsprites,True,True,True,True,False
1,1,disentangled,0.8745314075697417,0.6689191123107253,1.0,3.000241988563837,0.4005196904062029,dsprites,True,True,True,True,False
0,0,entangled,0.8975324509004656,0.5973742147892503,0.7918938909947382,1.405311045055313,0.3201597540801491,cars3d,True,True,False,True,False
1,1,disentangled,0.9187242298493364,0.4613026263176296,1.0,1.613021460760283,0.0192636138822133,cars3d,True,True,False,True,False
0,0,entangled,0.2157134235065617,0.7723861128477145,0.5796820195595409,2.0950923982102827,0.4106617905923087,smallnorb,True,True,False,True,False
1,1,disentangled,0.9016549710893365,0.5886587686817458,1.0,2.409714458727544,0.2771773499162178,smallnorb,True,True,False,True,False
0,0,entangled,0.0594862896952038,0.8261006377019006,0.579384792623494,2.1229395519412035,0.3721711733456029,dsprites,True,True,False,False,False
1,1,disentangled,0.8806778058285599,0.6930715066406937,1.0,3.1029923991857142,0.411214751326278,dsprites,True,True,False,False,False
0,0,entangled,0.2613539237700348,0.4955809083508897,0.6722859836645289,0.3826349198372194,0.0734948592900223,cars3d,False,True,False,True,False
1,1,disentangled,0.9137769686212888,0.503562915898078,1.0,1.5618357810918848,0.0188979738085762,cars3d,False,True,False,True,False
0,0,entangled,0.9246411377601144,0.5754965422675079,0.7073374117277814,1.7159490746673276,0.4310026272184641,cars3d,True,True,True,True,True
1,1,disentangled,0.9217743616877044,0.4591736195630732,1.0,1.6415711412699538,0.0187197160543754,cars3d,True,True,True,True,True
0,0,entangled,0.0427271603365016,1.052995009762008,0.4560172346263007,4.95865427893503,0.3316122635554315,mpi3d,True,True,True,True,False
1,1,disentangled,0.837458758649791,0.8583959405397099,1.0,4.296939668882832,0.3012242629190467,mpi3d,True,True,True,True,False
0,0,entangled,0.0595382356629638,1.0713240161120912,0.4936371471824936,3.590598920618479,0.3586645851794859,mpi3d,True,True,False,True,False
1,1,disentangled,0.838566336478508,0.8852797538696887,1.0,4.289953683215218,0.2895986600047068,mpi3d,True,True,False,True,False
0,0,entangled,0.0862681812812091,0.759777617666375,0.5807082839540496,1.9384176318058293,0.3190934418391005,dsprites,True,True,False,False,False
1,1,disentangled,0.881536486450835,0.7022050144182302,1.0,3.145927958146592,0.4147632076472374,dsprites,True,True,False,False,False
0,0,entangled,0.2103616609455603,0.7276379355931178,0.5612734761683867,1.3804248555326173,0.2567373341997325,smallnorb,True,True,False,False,False
1,1,disentangled,0.9091109615498874,0.6076531565774204,1.0,2.527984983055912,0.2799294642292144,smallnorb,True,True,False,False,False
0,0,entangled,0.0602601012672015,0.9879209426566496,0.4953499877083194,3.815322791779255,0.3934210071759023,mpi3d,True,True,False,True,False
1,1,disentangled,0.8412451158338609,0.8913286010781329,1.0,4.334711100888803,0.2977376529027432,mpi3d,True,True,False,True,False
0,0,entangled,0.3977331189452756,0.8412172210472545,0.5626425462130664,1.824571922659057,0.3523104806495892,dsprites,True,True,False,False,False
1,1,disentangled,0.8865045545463446,0.6787633039561609,1.0,3.234450526460103,0.4344396827145587,dsprites,True,True,False,False,False
0,0,entangled,0.6278994162640017,0.5615467561223662,0.7145028531455264,0.7944284883890735,0.2628387052817137,cars3d,True,True,False,True,False
1,1,disentangled,0.9145546726714266,0.5430003529297825,1.0,1.568937028706609,0.0190307147869023,cars3d,True,True,False,True,False
0,0,entangled,0.2921384588270094,0.822781528555825,0.6500661605607607,4.72448760700056,0.5055653579288424,dsprites,True,True,True,True,False
1,1,disentangled,0.8879980496627717,0.7280858316411525,1.0,3.2521869449512257,0.4320727494620855,dsprites,True,True,True,True,False
0,0,entangled,0.3025330400909563,0.5975389774238243,0.7356117121951602,0.9515387782752742,0.0913895462772244,cars3d,True,True,False,True,False
1,1,disentangled,0.9229174219079938,0.4980103738558611,1.0,1.6602606575129846,0.0192066946703504,cars3d,True,True,False,True,False
0,0,entangled,0.5280652780450518,0.8127831643415483,0.5640369324883557,1.528645299974691,0.3277308888753663,dsprites,True,True,False,False,False
1,1,disentangled,0.8912434750445695,0.7175025874435674,1.0,3.31207495456248,0.4396631672375212,dsprites,True,True,False,False,False
0,0,entangled,0.4824631968289161,0.6861342552086563,0.5298870873663359,1.2630350700943218,0.2033260027635179,smallnorb,True,True,False,False,False
1,1,disentangled,0.8933680652636883,0.5585349794777321,1.0,2.290669612540525,0.2633944756373591,smallnorb,True,True,False,False,False
0,0,entangled,0.6522594329394247,1.0989505653939209,0.5451753196803494,5.879855114396623,0.5980058764167356,mpi3d,True,True,True,True,False
1,1,disentangled,0.8407778611433743,0.885710751647381,1.0,4.3187795794205615,0.2954120222525165,mpi3d,True,True,True,True,False
0,0,entangled,0.3115583569829874,0.6576006325792504,0.5119168805330161,0.9609177443398544,0.2802613951378204,smallnorb,True,True,False,True,False
1,1,disentangled,0.906592191464738,0.6009037705126882,1.0,2.499125839170506,0.2800943494762152,smallnorb,True,True,False,True,False
