,Unnamed: 0,causalrep_trainood_accs,causalrep_testood_accs,naive_trainood_accs,naive_testood_accs,naive_vae_trainood_accs,naive_vae_testood_accs,naive_contrastive_trainood_accs,naive_contrastive_testood_accs,causalrep_traindownstream_accs,causalrep_testdownstream_accs,naive_traindownstream_accs,naive_testdownstream_accs,naive_vae_traindownstream_accs,naive_vae_testdownstream_accs,naive_contrastive_traindownstream_accs,naive_contrastive_testdownstream_accs,hidden_dim,l2_reg,lr,n_restarts,mode,steps,z_dim,batch_size,num_features,input_dim,vae_epochs,spurious_corr,alter_freq,randseed
0,0,0.6812168034765813,0.6915581283164496,0.5152100434572671,0.509985528219971,0.8990825688073395,0.9024602026049204,0.8990825688073395,0.9024602026049204,0.9995177388191224,0.9995176196098328,0.633252739906311,0.6332529187202454,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.1,50,40210062
0,0,0.6040560115886046,0.7096960926193921,0.5188797682279093,0.5094066570188133,0.8996619990342829,0.1036179450072359,0.8996619990342829,0.1036179450072359,0.999517560005188,0.9995176196098328,0.6322888731956482,0.6322890520095825,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.9,50,41703684
0,0,0.6901014002897151,0.7090207428847082,0.5235152100434572,0.5064158224794983,0.7225494929985514,0.8203569705740473,0.7225494929985514,0.8203569705740473,0.999517560005188,0.9995176196098328,0.6289153695106506,0.628915548324585,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.3,50,983850
0,0,0.6298406566875905,0.6035697057404728,0.5224529212940608,0.5046792088760251,0.7164654756156447,0.8197780993728895,0.7164654756156447,0.8197780993728895,0.999517560005188,0.9995176196098328,0.6390358805656433,0.6390360593795776,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.3,50,74608466
0,0,0.6923225494929985,0.6641582247949831,0.523804925156929,0.5096960926193922,0.7287300820859488,0.4462132175590931,0.7287300820859488,0.4462132175590931,0.999517560005188,0.9995176196098328,0.6178315281867981,0.6178312301635742,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.7,50,83301268
0,0,0.6566875905359729,0.6882778581765557,0.5241912119748914,0.5117221418234443,0.8990825688073395,0.0993728895320791,0.8990825688073395,0.0993728895320791,0.999517560005188,0.9995176196098328,0.6183130145072937,0.6183131337165833,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.9,50,11125386
0,0,0.706615161757605,0.6689821514712976,0.5160791887976823,0.5155812831644959,0.897344278126509,0.0987940183309213,0.897344278126509,0.0987940183309213,0.999517560005188,0.9995176196098328,0.635662853717804,0.6356625556945801,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.9,50,70690426
0,0,0.6962819893771125,0.6756391702846116,0.5217769193626267,0.5038109020742885,0.7262192177691936,0.4272069464544138,0.7262192177691936,0.4272069464544138,0.999517560005188,0.9995176196098328,0.6149395108222961,0.6149396896362305,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.7,50,37650294
0,0,0.5913085465958474,0.7155812831644959,0.5298889425398359,0.5095031355523396,0.9007242877836794,0.1075735648818138,0.9007242877836794,0.1075735648818138,0.999517560005188,0.9995176196098328,0.6433736681938171,0.6433733701705933,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.9,50,61145832
0,0,0.6809270883631096,0.6908827785817656,0.519169483341381,0.4994693680656054,0.7224529212940608,0.8251808972503618,0.7224529212940608,0.8251808972503618,0.999517560005188,0.9995176196098328,0.6399996876716614,0.6399998664855957,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.3,50,4985108
